id,record_type,nasa_yuwe,nasa_yuwe_norm,espanol,espanol_norm,categoria,subcategoria,tipo_entrada,source_kind,fuente_url,fuente_nombre,estado_validacion,nivel_confianza,quality_flag,licencia_uso,fecha_extraccion,intencion,split,notas
LEX-00110,lexico,Uwe,uwe,Agarrar,agarrar,vocabulario_general,vocabulario_general,lexico,real,https://kwesxyuwe.com/vocabulario.html,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Verbo
LEX-00111,lexico,Zi’j,zi'j,Camino,camino,vocabulario_general,vocabulario_general,lexico,real,https://kwesxyuwe.com/vocabulario.html,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Sustantivo
LEX-00112,lexico,Zxiçxkwe,zxiçxkwe,Bonito o hermosa,bonito o hermosa,vocabulario_general,vocabulario_general,lexico,real,https://kwesxyuwe.com/vocabulario.html,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Adjetivo
LEX-00113,lexico,Ma’g pe’t,ma'g pe't,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00114,lexico,Ma’w pe’t,ma'w pe't,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00115,lexico,Ma'g fxi'z,ma'g fxi'z,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00116,lexico,Ma'w fxi'z,ma'w fxi'z,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00117,lexico,Ma'g ikuus,ma'g ikuus,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00118,lexico,Ma'w ikuus,ma'w ikuus,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00119,lexico,Puutx yunhaw,puutx yunhaw,Saludo basico,saludo basico,saludos,saludos,frase,real,https://kwesxyuwe.com/saludos.html,KwesxYuwe,pendiente,media,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Requiere glosa exacta por validador nativo
LEX-00120,lexico,Anza,anza,Carpintero,carpintero,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00121,lexico,Çuh,çuh,Gorrion,gorrion,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00122,lexico,Çuz,çuz,Rana,rana,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00123,lexico,Fxizx,fxizx,Guacharaca,guacharaca,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00124,lexico,Ïç waç,ïç waç,Pato,pato,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00125,lexico,Kaça,kaça,Cusumbo,cusumbo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00126,lexico,Kalpaç,kalpaç,Garrapata,garrapata,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00127,lexico,Kawa,kawa,Mariquita,mariquita,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00128,lexico,Klaweçx,klaweçx,Lagartija,lagartija,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00129,lexico,Lazx,lazx,Borugo,borugo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00130,lexico,Meewëjx,meewëjx,Gallinazo,gallinazo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00131,lexico,Mezuw,mezuw,Avispa,avispa,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00132,lexico,Sa'te,sa'te,Cucaracha,cucaracha,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00133,lexico,Sap,sap,Sapo,sapo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00134,lexico,Sikhwet,sikhwet,Libelula,libelula,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00135,lexico,Supil,supil,Cienpies,cienpies,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00136,lexico,Sxape,sxape,Babosa,babosa,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00137,lexico,Tüç,tüç,Chamon,chamon,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00138,lexico,Us miç,us miç,Alacran,alacran,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00139,lexico,Wäka,wäka,Cangrejo,cangrejo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00140,lexico,Wënxinx,wënxinx,Comadreja,comadreja,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00141,lexico,Yawee,yawee,Chicharra,chicharra,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00142,lexico,Alum,alum,Lobo,lobo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00143,lexico,Äph,äph,Zancudo,zancudo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00144,lexico,Atalx,atalx,Gallina,gallina,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00145,lexico,Atalx pihç,atalx pihç,Gallo,gallo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00146,lexico,Çiklxi,çiklxi,Tigre,tigre,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00147,lexico,Çxavx,çxavx,Venado,venado,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00148,lexico,Çxuçxa,çxuçxa,Zarigueya,zarigueya,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00149,lexico,E'ç,e'ç,Colibri,colibri,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00150,lexico,Ës,ës,Piojo,piojo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00151,lexico,Fxi'l,fxi'l,Codorniz,codorniz,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00152,lexico,Fxiçh,fxiçh,Cuy,cuy,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00153,lexico,Jiba,jiba,Caballo,caballo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00154,lexico,Kähpx,kähpx,Conejo,conejo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00155,lexico,Kapla,kapla,Cabra,cabra,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00156,lexico,Kdul,kdul,Condor,condor,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00157,lexico,Kihçe,kihçe,Murcielago,murcielago,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00158,lexico,Klaa u'y,klaa u'y,Vaca,vaca,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00159,lexico,Kupe,kupe,Buho,buho,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00160,lexico,Lxuun,lxuun,Leon,leon,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00161,lexico,Miku,miku,Mono,mono,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00162,lexico,Misx,misx,Gato,gato,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00163,lexico,Nxu'px,nxu'px,Guatin,guatin,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00164,lexico,Pä'pa,pä'pa,Pulga,pulga,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00165,lexico,Pisxaa,pisxaa,Oveja,oveja,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00166,lexico,Sxa'wë,sxa'wë,Lombriz,lombriz,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00167,lexico,Sxita,sxita,Armadillo,armadillo,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00168,lexico,Sxuma,sxuma,Ardilla,ardilla,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00169,lexico,Tub,tub,Paloma,paloma,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00170,lexico,Tupa,tupa,Arana,arana,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00171,lexico,Uh,uh,Aguila,aguila,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00172,lexico,Ukh,ukh,Gusano,gusano,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00173,lexico,Uhze,uhze,Raton,raton,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00174,lexico,Ul,ul,Serpiente,serpiente,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00175,lexico,Welx,welx,Loro,loro,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00176,lexico,Wez,wez,Pez,pez,animales,animales,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00177,lexico,Be'sx,be'sx,Hermana,hermana,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00178,lexico,Çu’m,çu'm,Cunado,cunado,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00179,lexico,Dçxikh,dçxikh,Hijo,hijo,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00180,lexico,Dxyuu,dxyuu,Esposa,esposa,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00181,lexico,Khaalu,khaalu,Ahijado,ahijado,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
LEX-00182,lexico,Lula,lula,Abuela,abuela,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00183,lexico,Nyiis,nyiis,Hija,hija,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00184,lexico,Peezx,peezx,Anciana,anciana,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00185,lexico,Talul,talul,Abuelo,abuelo,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00186,lexico,Tata,tata,Papa,papa,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00187,lexico,Uma,uma,Mama,mama,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00188,lexico,Ziiy,ziiy,Hermano,hermano,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00189,lexico,Zun,zun,Nieto o nieta,nieto o nieta,parentescos,parentescos,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,Entrada agregada en robustecimiento v2
LEX-00190,lexico,Babh,babh,Hombro,hombro,cuerpo_humano,cuerpo_humano,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,Entrada agregada en robustecimiento v2
LEX-00191,lexico,Çikh,çikh,Cuello,cuello,cuerpo_humano,cuerpo_humano,lexico,real,https://kwesxyuwe.com/,KwesxYuwe,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,Entrada agregada en robustecimiento v2
